timestamp,open,high,low,close,volume
1768570800000,95279.7,95399.9,95238.0,95371.0,98.5383
1768571100000,95371.0,95444.0,95357.8,95425.7,69.7103
1768571400000,95425.7,95441.7,95353.0,95390.9,41.5482
1768571700000,95390.9,95431.6,95387.6,95400.0,34.4475
1768572000000,95400.0,95521.6,95399.9,95460.8,151.6508
1768572300000,95460.8,95462.7,95395.4,95418.9,62.3342
1768572600000,95418.9,95418.9,95387.2,95404.5,34.4711
1768572900000,95404.5,95404.5,95338.5,95353.9,54.8933
1768573200000,95353.9,95408.0,95333.3,95333.4,65.5551
1768573500000,95333.4,95669.4,95301.3,95669.4,409.7328
1768573800000,95669.4,95762.9,95401.3,95575.5,1033.3023
1768574100000,95575.5,95595.6,95200.1,95233.3,776.5225
1768574400000,95233.3,95365.7,95170.0,95170.0,382.2451
1768574700000,95170.0,95448.7,95170.0,95232.7,463.855
1768575000000,95232.7,95323.8,95139.1,95276.7,370.9061
1768575300000,95276.7,95335.8,95130.0,95136.9,386.7382
1768575600000,95136.9,95249.3,95005.2,95216.9,787.3712
1768575900000,95216.9,95560.4,95188.5,95541.9,541.8932
1768576200000,95541.9,95639.8,95471.9,95534.5,484.7653
1768576500000,95534.5,95554.9,94838.6,94838.7,634.3354
1768576800000,94838.7,95093.9,94750.4,94973.1,1417.5818
1768577100000,94973.1,95073.5,94637.8,94673.2,1630.9078
1768577400000,94673.2,94779.8,94380.0,94521.8,1735.7403
1768577700000,94521.8,94752.7,94345.3,94703.3,935.0081
1768578000000,94703.3,94703.3,94335.8,94489.4,761.7326
1768578300000,94489.4,94566.9,94234.6,94395.1,882.34
1768578600000,94395.1,94543.4,94340.5,94508.9,1070.9419
1768578900000,94508.9,94633.8,94508.9,94537.6,387.7965
1768579200000,94537.6,94647.9,94455.9,94543.4,570.2546
1768579500000,94543.4,94824.9,94535.8,94798.6,997.6465
1768579800000,94798.6,94809.9,94603.4,94759.9,415.1329
1768580100000,94759.9,94865.6,94550.0,94851.8,484.6613
1768580400000,94851.8,94899.8,94799.4,94860.2,394.6882
1768580700000,94860.2,94890.8,94822.3,94826.4,153.4277
1768581000000,94826.4,94826.4,94644.9,94657.0,204.5675
1768581300000,94657.0,94856.2,94657.0,94856.1,184.8101
1768581600000,94856.1,94928.4,94840.9,94850.1,113.9173
1768581900000,94850.1,94950.3,94849.9,94914.1,187.9807
1768582200000,94914.1,94941.3,94850.0,94867.6,135.0208
1768582500000,94867.6,94902.9,94730.4,94826.5,182.9648
1768582800000,94826.5,94826.5,94742.4,94766.0,108.9746
1768583100000,94766.0,94781.5,94649.1,94731.0,120.1224
1768583400000,94731.0,94755.1,94611.3,94755.0,143.5218
1768583700000,94755.0,94876.4,94747.0,94808.0,96.525
1768584000000,94808.0,94819.9,94657.6,94657.9,90.2892
1768584300000,94657.9,94728.3,94502.9,94719.0,236.503
1768584600000,94719.0,94821.2,94698.6,94793.1,228.5744
1768584900000,94793.1,94860.6,94732.6,94798.1,242.2742
1768585200000,94798.1,94892.7,94779.5,94892.6,159.6149
1768585500000,94892.6,94921.9,94804.9,94827.3,198.5875
1768585800000,94827.3,94850.0,94741.9,94772.9,127.0195
1768586100000,94772.9,95095.4,94772.9,95041.6,265.1499
1768586400000,95041.6,95171.2,95005.1,95013.2,410.8345
1768586700000,95013.2,95116.9,95013.2,95105.4,130.046
1768587000000,95105.4,95105.5,95006.0,95015.8,95.3514
1768587300000,95015.8,95154.9,94974.4,95089.9,122.8748
1768587600000,95089.9,95108.8,95006.5,95108.3,106.4536
1768587900000,95108.3,95180.3,95091.9,95165.2,118.2087
1768588200000,95165.2,95175.0,95105.0,95130.9,111.0229
1768588500000,95130.9,95166.6,95079.1,95099.6,141.6369
1768588800000,95099.6,95169.8,95067.0,95098.5,83.5059
