timestamp,open,high,low,close,volume
1768240800000,3103.45,3118.04,3094.54,3107.27,28682.984
1768244400000,3107.27,3121.2,3095.69,3120.33,12571.552
1768248000000,3120.33,3126.82,3098.57,3101.19,17812.406
1768251600000,3101.19,3105.51,3083.15,3090.71,17057.952
1768255200000,3090.71,3106.0,3090.71,3094.16,12164.004
1768258800000,3094.16,3097.71,3087.08,3093.84,10597.027
1768262400000,3093.84,3108.77,3091.72,3107.17,15813.335
1768266000000,3107.17,3113.17,3090.33,3096.34,12097.319
1768269600000,3096.34,3107.22,3096.34,3100.11,9102.725
1768273200000,3100.11,3117.98,3099.96,3114.97,16630.949
1768276800000,3114.97,3122.3,3110.75,3121.11,9718.372
1768280400000,3121.11,3145.69,3120.2,3130.66,31988.452
1768284000000,3130.66,3136.49,3122.64,3133.2,14936.652
1768287600000,3133.2,3134.28,3120.65,3121.07,8818.946
1768291200000,3121.07,3137.36,3121.03,3134.79,10233.185
1768294800000,3134.79,3147.87,3128.15,3137.52,26786.748
1768298400000,3137.52,3140.56,3128.49,3133.43,8041.694
1768302000000,3133.43,3137.74,3129.99,3132.76,6870.88
1768305600000,3132.76,3136.87,3128.49,3133.93,10505.629
1768309200000,3133.93,3161.79,3128.68,3141.09,117672.172
1768312800000,3141.09,3164.25,3128.77,3143.22,73024.582
1768316400000,3143.22,3188.1,3131.05,3183.1,84907.763
1768320000000,3183.1,3195.58,3170.27,3179.78,65132.299
1768323600000,3179.78,3186.69,3171.38,3178.51,37764.855
1768327200000,3178.51,3213.67,3176.45,3199.59,48178.384
1768330800000,3199.59,3217.6,3189.65,3214.44,27377.309
1768334400000,3214.44,3217.94,3188.8,3202.61,32174.335
1768338000000,3202.61,3216.47,3200.45,3208.48,21100.749
1768341600000,3208.48,3381.76,3208.48,3330.18,775094.315
1768345200000,3330.18,3346.53,3313.68,3324.67,60559.364
1768348800000,3324.67,3335.84,3314.01,3323.42,27091.712
1768352400000,3323.42,3344.84,3320.08,3335.15,32288.696
1768356000000,3335.15,3358.71,3319.17,3325.57,59456.93
1768359600000,3325.57,3351.3,3319.43,3351.03,21303.081
1768363200000,3351.03,3363.72,3334.99,3338.0,38005.414
1768366800000,3338.0,3338.89,3324.43,3329.38,18168.309
1768370400000,3329.38,3334.7,3321.11,3333.32,16104.863
1768374000000,3333.32,3341.5,3326.58,3334.88,14948.765
1768377600000,3334.88,3342.0,3326.06,3326.07,14056.999
1768381200000,3326.07,3334.67,3323.66,3327.46,9112.666
1768384800000,3327.46,3332.33,3303.82,3312.11,29776.597
1768388400000,3312.11,3312.76,3281.61,3285.19,38812.288
1768392000000,3285.19,3298.24,3279.83,3295.22,21194.73
1768395600000,3295.22,3307.04,3287.44,3301.29,30181.706
1768399200000,3301.29,3356.82,3300.24,3347.5,117676.304
1768402800000,3347.5,3361.01,3325.67,3344.18,107581.596
1768406400000,3344.18,3402.55,3343.9,3368.37,138979.828
1768410000000,3368.37,3379.57,3335.51,3340.94,84254.697
1768413600000,3340.94,3353.08,3313.93,3337.96,60238.841
1768417200000,3337.96,3401.78,3330.4,3366.47,135889.461
1768420800000,3366.47,3391.68,3360.62,3381.91,47158.138
1768424400000,3381.91,3381.91,3354.95,3371.21,28154.696
1768428000000,3371.21,3373.0,3346.23,3347.4,22277.157
1768431600000,3347.4,3368.02,3347.4,3353.26,16148.974
1768435200000,3353.26,3354.6,3323.94,3330.33,25876.898
1768438800000,3330.33,3341.75,3315.55,3323.5,22163.316
1768442400000,3323.5,3331.24,3304.14,3312.72,24722.875
1768446000000,3312.72,3320.33,3276.13,3284.79,59773.608
1768449600000,3284.79,3306.99,3282.88,3303.5,22215.01
1768453200000,3303.5,3314.11,3300.74,3309.01,16884.624
1768456800000,3309.01,3322.19,3308.06,3314.33,15503.272
1768460400000,3314.33,3333.92,3312.98,3328.62,15743.762
1768464000000,3328.62,3337.79,3318.64,3334.88,17591.996
1768467600000,3334.88,3373.61,3328.59,3365.14,43175.96
1768471200000,3365.14,3377.76,3356.52,3363.07,21781.084
