timestamp,open,high,low,close,volume
1768510800000,3286.51,3295.25,3282.81,3291.01,5020.967
1768511700000,3291.01,3298.45,3290.89,3297.29,1778.857
1768512600000,3297.29,3299.43,3294.28,3298.99,1497.702
1768513500000,3298.99,3304.59,3296.85,3297.8,2508.614
1768514400000,3297.8,3305.37,3294.48,3298.61,2393.202
1768515300000,3298.61,3309.96,3295.1,3307.09,3153.999
1768516200000,3307.09,3317.84,3306.34,3308.5,5699.148
1768517100000,3308.5,3311.7,3302.24,3307.7,2356.392
1768518000000,3307.7,3310.62,3300.54,3310.12,3594.011
1768518900000,3310.12,3314.77,3308.59,3311.55,2469.053
1768519800000,3311.55,3312.29,3307.92,3311.53,1530.312
1768520700000,3311.53,3321.94,3311.49,3316.99,3634.509
1768521600000,3316.99,3322.87,3315.47,3316.17,4338.507
1768522500000,3316.17,3321.15,3316.11,3318.85,2470.843
1768523400000,3318.85,3325.22,3318.08,3323.71,3608.999
1768524300000,3323.71,3323.99,3314.05,3315.31,1877.569
1768525200000,3315.31,3316.0,3300.34,3303.94,4962.536
1768526100000,3303.94,3310.16,3302.41,3309.46,3151.649
1768527000000,3309.46,3320.42,3309.46,3312.31,3427.447
1768527900000,3312.31,3317.74,3312.12,3312.31,1504.37
1768528800000,3312.31,3312.31,3294.79,3298.87,8340.765
1768529700000,3298.87,3307.9,3290.46,3307.04,6745.654
1768530600000,3307.04,3307.04,3297.39,3298.43,2951.862
1768531500000,3298.43,3303.04,3297.74,3302.29,1611.313
1768532400000,3302.29,3306.79,3301.99,3304.51,3028.682
1768533300000,3304.51,3304.99,3300.11,3301.77,1469.022
1768534200000,3301.77,3301.77,3294.24,3297.51,1999.623
1768535100000,3297.51,3298.32,3293.65,3293.89,2115.478
1768536000000,3293.89,3297.47,3292.43,3297.23,1975.188
1768536900000,3297.23,3303.38,3296.3,3296.4,2559.939
1768537800000,3296.4,3298.8,3274.13,3282.05,37268.261
1768538700000,3282.05,3286.68,3278.23,3286.35,3608.516
1768539600000,3286.35,3293.97,3282.23,3291.14,5203.386
1768540500000,3291.14,3293.0,3286.56,3289.56,2812.872
1768541400000,3289.56,3313.01,3289.55,3309.99,23987.055
1768542300000,3309.99,3315.0,3306.49,3307.57,5623.557
1768543200000,3307.57,3309.99,3302.07,3303.29,3280.478
1768544100000,3303.29,3308.92,3300.98,3307.0,2321.989
1768545000000,3307.0,3315.43,3306.59,3313.32,3739.466
1768545900000,3313.32,3315.81,3310.78,3312.61,1719.362
1768546800000,3312.61,3314.66,3309.99,3314.03,1396.617
1768547700000,3314.03,3314.03,3305.48,3306.44,2023.289
1768548600000,3306.44,3306.45,3300.05,3302.9,4415.784
1768549500000,3302.9,3309.01,3302.89,3308.15,1689.208
1768550400000,3308.15,3319.17,3307.19,3317.28,4097.894
1768551300000,3317.28,3317.69,3312.23,3315.86,3860.133
1768552200000,3315.86,3317.96,3310.39,3315.59,2181.915
1768553100000,3315.59,3316.16,3311.32,3312.02,1801.446
1768554000000,3312.02,3315.35,3310.16,3311.88,1344.578
1768554900000,3311.88,3311.88,3306.54,3310.75,2530.793
1768555800000,3310.75,3311.28,3307.99,3309.76,1209.104
1768556700000,3309.76,3310.95,3306.0,3306.4,956.342
1768557600000,3306.4,3307.43,3300.6,3305.01,2380.123
1768558500000,3305.01,3305.01,3301.08,3303.12,1216.091
1768559400000,3303.12,3303.12,3293.78,3298.2,4362.382
1768560300000,3298.2,3300.33,3293.23,3296.31,2579.725
1768561200000,3296.31,3300.85,3293.26,3296.59,2714.152
1768562100000,3296.59,3301.67,3292.01,3300.28,4136.323
1768563000000,3300.28,3305.3,3296.96,3297.09,2923.112
1768563900000,3297.09,3303.51,3296.02,3300.69,1692.296
1768564800000,3300.69,3305.88,3298.99,3305.87,1885.944
1768565700000,3305.87,3311.97,3304.81,3310.13,2851.908
1768566600000,3310.13,3313.0,3305.3,3310.84,3118.872
1768567500000,3310.84,3311.91,3302.51,3307.33,2824.783
1768568400000,3307.33,3308.19,3301.93,3308.19,2022.884
1768569300000,3308.19,3309.12,3301.55,3306.99,2375.931
1768570200000,3306.99,3308.82,3293.52,3302.76,4893.766
1768571100000,3302.76,3307.88,3301.99,3306.1,2308.829
1768572000000,3306.1,3312.31,3301.0,3301.99,3823.135
1768572900000,3301.99,3313.32,3300.5,3313.32,4712.26
1768573800000,3313.32,3317.15,3288.24,3292.87,26653.306
1768574700000,3292.87,3303.79,3288.74,3292.49,13878.516
1768575600000,3292.49,3309.99,3285.1,3306.85,20622.292
1768576500000,3306.85,3309.84,3282.4,3287.58,23032.257
1768577400000,3287.58,3291.85,3257.51,3268.17,49756.884
1768578300000,3268.17,3268.39,3251.41,3263.04,28107.028
1768579200000,3263.04,3271.55,3258.01,3270.88,15535.474
1768580100000,3270.88,3282.41,3258.48,3277.55,34556.466
1768581000000,3277.55,3283.42,3270.44,3280.1,11090.376
1768581900000,3280.1,3287.07,3274.6,3277.79,7481.671
1768582800000,3277.79,3278.37,3269.58,3275.5,4742.129
1768583700000,3275.5,3279.84,3265.49,3272.9,3942.686
1768584600000,3272.9,3283.71,3272.23,3283.07,5660.58
1768585500000,3283.07,3285.53,3275.27,3283.14,4506.227
1768586400000,3283.14,3287.47,3278.99,3279.45,5241.247
1768587300000,3279.45,3284.83,3276.42,3282.56,3234.657
1768588200000,3282.56,3285.15,3280.36,3282.52,2907.77
1768589100000,3282.52,3284.98,3276.47,3277.27,2278.2
1768590000000,3277.27,3278.13,3273.13,3273.8,3217.657
1768590900000,3273.8,3274.45,3267.33,3268.65,2994.573
1768591800000,3268.65,3276.9,3268.39,3271.47,2578.898
1768592700000,3271.47,3275.63,3269.41,3275.63,2364.157
1768593600000,3275.63,3276.37,3263.05,3271.99,4982.932
1768594500000,3271.99,3285.21,3270.23,3283.78,6488.613
1768595400000,3283.78,3287.11,3281.44,3286.67,6079.624
1768596300000,3286.67,3292.58,3283.42,3291.58,4644.528
1768597200000,3291.58,3297.71,3288.79,3288.8,6724.435
1768598100000,3288.8,3292.0,3287.08,3291.08,1735.751
1768599000000,3291.08,3297.41,3289.17,3293.92,2106.841
1768599900000,3293.92,3295.99,3292.47,3292.86,1393.165
