timestamp,open,high,low,close,volume
1768420800000,3366.47,3391.68,3360.62,3364.77,28881.525
1768422600000,3364.77,3382.44,3364.3,3381.91,18276.613
1768424400000,3381.91,3381.91,3361.31,3370.9,14885.792
1768426200000,3370.9,3377.67,3354.95,3371.21,13268.904
1768428000000,3371.21,3373.0,3358.53,3359.39,9029.668
1768429800000,3359.39,3360.61,3346.23,3347.4,13247.489
1768431600000,3347.4,3368.02,3347.4,3354.48,9201.704
1768433400000,3354.48,3357.66,3347.81,3353.26,6947.27
1768435200000,3353.26,3354.6,3335.7,3339.92,10731.966
1768437000000,3339.92,3341.09,3323.94,3330.33,15144.932
1768438800000,3330.33,3341.75,3322.12,3324.96,9975.763
1768440600000,3324.96,3332.42,3315.55,3323.5,12187.553
1768442400000,3323.5,3331.24,3318.19,3321.43,7503.686
1768444200000,3321.43,3325.21,3304.14,3312.72,17219.189
1768446000000,3312.72,3320.33,3288.94,3289.92,26247.93
1768447800000,3289.92,3296.99,3276.13,3284.79,33525.678
1768449600000,3284.79,3303.73,3282.88,3298.46,13200.767
1768451400000,3298.46,3306.99,3296.49,3303.5,9014.243
1768453200000,3303.5,3312.3,3302.04,3305.31,10241.718
1768455000000,3305.31,3314.11,3300.74,3309.01,6642.906
1768456800000,3309.01,3322.19,3308.06,3318.33,9993.147
1768458600000,3318.33,3319.15,3308.61,3314.33,5510.125
1768460400000,3314.33,3327.19,3312.98,3324.44,6563.861
1768462200000,3324.44,3333.92,3321.31,3328.62,9179.901
1768464000000,3328.62,3330.68,3320.2,3320.4,8776.119
1768465800000,3320.4,3337.79,3318.64,3334.88,8815.877
1768467600000,3334.88,3346.75,3328.59,3343.87,11181.927
1768469400000,3343.87,3373.61,3339.68,3365.14,31994.033
1768471200000,3365.14,3377.76,3356.52,3364.27,15511.752
1768473000000,3364.27,3371.13,3362.42,3363.07,6269.332
1768474800000,3363.07,3364.99,3355.64,3359.89,8351.866
1768476600000,3359.89,3362.5,3346.08,3348.62,10242.816
1768478400000,3348.62,3355.42,3342.67,3344.74,7966.164
1768480200000,3344.74,3369.95,3343.17,3367.86,12953.541
1768482000000,3367.86,3372.0,3359.06,3370.98,8069.225
1768483800000,3370.98,3383.07,3355.52,3369.58,18824.577
1768485600000,3369.58,3381.37,3362.81,3365.38,14867.356
1768487400000,3365.38,3372.31,3320.67,3340.41,91151.667
1768489200000,3340.41,3356.79,3325.49,3331.07,42961.969
1768491000000,3331.07,3340.69,3282.75,3329.09,105129.276
1768492800000,3329.09,3332.15,3307.96,3315.45,35837.321
