timestamp,open,high,low,close,volume
1768240800000,91469.8,91911.0,91358.9,91648.2,2899.4159
1768244400000,91648.2,91846.3,91383.2,91821.9,1481.515
1768248000000,91821.9,92016.5,91369.9,91446.6,1712.7344
1768251600000,91446.6,91460.9,90875.3,91005.6,2257.0051
1768255200000,91005.6,91396.0,91004.9,91203.8,3432.3287
1768258800000,91203.8,91279.9,91023.0,91252.4,1028.9606
1768262400000,91252.4,91519.9,91203.2,91436.2,1660.867
1768266000000,91436.2,91514.1,91010.8,91157.2,968.2804
1768269600000,91157.2,91344.8,91074.7,91093.4,950.0806
1768273200000,91093.4,91435.9,91082.4,91380.7,1081.2828
1768276800000,91380.7,91620.7,91316.2,91479.1,1160.6407
1768280400000,91479.1,92222.0,91441.2,91883.5,3661.7632
1768284000000,91883.5,92250.5,91764.8,92146.8,2479.5973
1768287600000,92146.8,92177.8,91866.2,91908.0,1386.0689
1768291200000,91908.0,92234.5,91881.0,92137.6,1112.6259
1768294800000,92137.6,92659.6,91888.0,92239.4,5531.1107
1768298400000,92239.4,92317.2,91979.8,92092.5,1065.2725
1768302000000,92092.5,92226.6,91928.8,91962.0,935.1823
1768305600000,91962.0,92125.3,91868.0,92076.2,773.5896
1768309200000,92076.2,92553.8,91836.8,92021.1,15112.3054
1768312800000,92021.1,92883.1,91722.1,92414.2,9900.5126
1768316400000,92414.2,93408.0,92065.9,93407.9,8693.0569
1768320000000,93407.9,93706.4,93009.8,93341.6,5990.049
1768323600000,93341.6,93451.3,93050.1,93190.5,4155.2991
1768327200000,93190.5,93829.4,93138.7,93580.9,4734.4294
1768330800000,93580.9,94189.0,93421.8,94179.4,3993.2347
1768334400000,94179.4,94462.4,94039.9,94349.2,6339.1555
1768338000000,94349.2,94477.7,94012.4,94039.8,1862.4533
1768341600000,94039.8,96742.5,94037.2,95729.6,76581.1253
1768345200000,95729.6,96090.0,95025.6,95375.2,4403.1632
1768348800000,95375.2,95609.8,95120.7,95196.3,2870.1832
1768352400000,95196.3,95543.4,95082.0,95191.5,3146.4817
1768356000000,95191.5,95525.8,95153.5,95300.0,1975.6612
1768359600000,95300.0,95670.1,95235.8,95665.6,1020.7153
1768363200000,95665.6,95755.0,95173.0,95192.2,1772.3863
1768366800000,95192.2,95236.8,94906.5,94963.2,2340.0364
1768370400000,94963.2,94986.5,94414.5,94984.8,3853.9169
1768374000000,94984.8,95219.3,94814.6,95166.7,1946.4781
1768377600000,95166.7,95288.1,94855.6,94866.2,1229.4368
1768381200000,94866.2,95152.1,94841.2,95051.5,1517.6098
1768384800000,95051.5,95256.8,94841.7,95050.1,2026.1947
1768388400000,95050.1,95058.6,94700.1,94763.7,1351.3269
1768392000000,94763.7,95129.7,94642.9,95041.4,1041.1057
1768395600000,95041.4,95201.8,94844.6,94964.3,1425.0667
1768399200000,94964.3,96779.8,94944.6,96448.9,15431.6532
1768402800000,96448.9,97054.2,96131.1,96691.9,13326.1089
1768406400000,96691.9,97651.7,96666.4,97232.1,9481.7798
1768410000000,97232.1,97733.8,96690.6,96895.1,8691.2297
1768413600000,96895.1,97065.7,96181.1,96764.4,6096.393
1768417200000,96764.4,97611.5,96632.0,97221.6,8048.8874
1768420800000,97221.6,97909.4,97157.3,97605.9,5518.3075
1768424400000,97605.9,97666.5,97328.4,97514.8,2001.9614
1768428000000,97514.8,97535.7,96709.8,96825.5,3101.9008
1768431600000,96825.5,97329.9,96805.7,96907.9,1553.1248
1768435200000,96907.9,96954.3,96449.8,96613.2,2255.4531
1768438800000,96613.2,96940.0,96257.1,96400.1,2566.0697
1768442400000,96400.1,96572.4,96043.4,96297.2,2322.8417
1768446000000,96297.2,96358.8,95733.0,95943.1,3062.0545
1768449600000,95943.1,96344.7,95909.2,96273.3,1797.5564
1768453200000,96273.3,96483.1,96190.1,96375.7,1958.6106
1768456800000,96375.7,96532.9,96123.5,96195.3,1685.5798
1768460400000,96195.3,96728.8,96133.7,96601.2,1917.4222
1768464000000,96601.2,96635.0,96243.6,96596.1,1494.063
1768467600000,96596.1,97154.9,96508.1,96993.7,2093.7215
1768471200000,96993.7,97019.8,96685.9,96763.1,1108.7015
1768474800000,96763.1,96884.3,96533.6,96548.8,850.8204
1768478400000,96548.8,96963.2,96472.0,96931.4,1369.0135
1768482000000,96931.4,96987.9,96562.4,96800.9,1843.9011
1768485600000,96800.9,97100.1,95549.9,96013.7,9068.384
1768489200000,96013.7,96787.7,95404.6,96730.0,15874.1347
